28,160977,4.0
28,1663216,4.0
28,2196868,5.0
28,2569320,3.0
28,339448,4.0
28,1778851,5.0
28,1008399,4.0
28,1765193,4.0
28,308495,5.0
28,1294425,4.0
28,1227848,5.0
28,2503691,4.0
28,2503129,4.0
28,2263006,4.0
28,1421919,3.0
28,1543292,2.0
28,247794,4.0
28,2220742,3.0
28,2218269,5.0
28,931626,3.0
28,2206364,4.0
28,2158667,2.0
28,2516053,5.0
28,1033971,4.0
28,837413,4.0
28,2468443,3.0
28,2209044,4.0
28,441324,5.0
28,2571254,2.0
28,305197,4.0
28,401290,5.0
28,2609870,4.0
28,116582,4.0
28,855860,5.0
28,2114550,3.0
28,1539341,3.0
28,1501288,4.0
28,2418634,3.0
28,643182,5.0
28,218097,4.0
28,827380,3.0
28,754267,2.0
28,2204961,4.0
28,331157,5.0
28,984874,4.0
28,285547,3.0
28,255357,3.0
28,346189,3.0
28,2138987,2.0
28,2503887,5.0
28,2197373,5.0
28,908205,4.0
28,1875019,3.0
28,2567172,4.0
28,680576,5.0
28,740716,4.0
28,2084362,4.0
28,1981733,3.0
28,2023962,2.0
28,1812682,3.0
28,1564243,5.0
28,2403601,3.0
28,307505,5.0
28,1276473,4.0
28,687379,3.0
28,1424281,5.0
28,1025642,3.0
28,928691,3.0
28,252207,4.0
28,2619959,3.0
28,361407,3.0
28,858700,2.0
28,2645579,4.0
28,2431350,3.0
28,1429041,3.0
28,61863,3.0
28,459486,3.0
28,2331306,2.0
28,489962,4.0
28,50259,1.0
28,958382,3.0
28,1910767,5.0
28,1140048,5.0
28,360830,3.0
28,164532,4.0
28,2628763,4.0
28,845136,3.0
28,1481142,5.0
28,1832225,3.0
28,1512054,4.0
28,914059,3.0
28,2563204,3.0
28,2192892,4.0
28,2091892,3.0
28,1333,2.0
28,2059716,3.0
28,1456522,3.0
28,1886379,4.0
28,317108,5.0
28,1110296,3.0
28,1496187,5.0
28,2525544,5.0
28,2645399,4.0
28,372233,4.0
28,201303,4.0
28,793754,5.0
28,1541814,5.0
28,1277391,5.0
28,126877,4.0
28,2542131,5.0
28,1792108,3.0
28,2503255,4.0
28,694422,5.0
28,2125035,4.0
28,1502196,3.0
28,2543231,5.0
28,1303007,5.0
28,774717,3.0
28,750379,4.0
28,1186073,3.0
28,1348148,2.0
28,561733,4.0
28,1592610,4.0
28,1712165,5.0
28,1097350,3.0
28,1236105,2.0
28,981995,2.0
28,880866,3.0
28,94912,3.0
28,2084043,3.0
28,2286538,3.0
28,1978844,4.0
28,2611587,5.0
28,549534,2.0
28,886317,3.0
28,2602942,5.0
28,513501,5.0
28,1579413,5.0
28,1701514,4.0
28,192934,4.0
28,2397231,3.0
28,1224299,3.0
28,1294781,3.0
28,2244849,5.0
28,409239,3.0
28,2290341,4.0
28,903799,5.0
28,1809046,5.0
28,162348,4.0
28,765066,3.0
28,1207366,5.0
28,1470317,5.0
28,2494633,3.0
28,402377,3.0
28,1176077,5.0
28,2028581,4.0
28,1155253,5.0
28,2050389,5.0
28,1030733,5.0
28,2048686,5.0
28,2169283,5.0
28,1355097,2.0
28,1273429,4.0
28,1794933,1.0
28,806909,4.0
28,1515591,3.0
28,601955,2.0
28,1783036,5.0
28,310799,5.0
28,2465894,4.0
28,415580,4.0
28,230393,4.0
28,654043,3.0
28,786360,4.0
28,2023030,4.0
28,930710,3.0
28,594259,4.0
28,317168,3.0
28,737758,5.0
28,798524,3.0
28,1107022,3.0
28,1314890,4.0
28,822173,4.0
28,1253980,4.0
28,446309,4.0
28,1236952,4.0
28,2106758,3.0
28,1295115,4.0
28,1146649,3.0
28,1232404,4.0
28,1876459,5.0
28,682093,4.0
28,43064,5.0
28,1597861,5.0
28,1340285,5.0
28,699662,3.0
28,1366054,5.0
28,2366006,4.0
28,1033629,5.0
28,1764247,3.0
28,490992,5.0
28,1115803,2.0
28,1002587,5.0
28,347629,4.0
28,1080872,5.0
28,592951,1.0
28,1391997,5.0
28,2506101,3.0
28,135749,3.0
28,917679,4.0
28,787873,5.0
28,1889212,3.0
28,1135143,2.0
28,2473345,4.0
28,1942723,4.0
28,43751,3.0
28,342330,3.0
28,2479086,5.0
28,150869,5.0
28,1765862,3.0
28,1357085,4.0
28,1747154,4.0
28,814989,2.0
28,1675619,4.0
28,559829,4.0
28,1504131,4.0
28,178588,3.0
28,1648695,4.0
28,1378890,5.0
28,895069,4.0
28,1983493,5.0
28,168108,4.0
28,2119007,5.0
28,919479,4.0
28,1154287,3.0
28,1259114,3.0
28,2109681,3.0
28,2508428,4.0
28,1614636,5.0
28,385977,4.0
28,1782465,3.0
28,446456,4.0
28,650326,5.0
28,1954032,4.0
28,1380374,3.0
28,354091,4.0
28,847615,3.0
28,1234517,5.0
28,1564058,4.0
28,1161725,5.0
28,1650068,5.0
28,1733406,3.0
28,1663295,4.0
28,566819,5.0
28,1840435,4.0
28,1009622,3.0
28,1830763,4.0
28,2470194,4.0
28,79224,5.0
28,1524383,4.0
28,1927676,4.0
28,2120652,4.0
28,2116402,4.0
28,1793313,4.0
28,1675159,5.0
28,1135374,5.0
28,2314206,3.0
28,1538173,3.0
28,530740,4.0
28,496631,4.0
28,1688557,4.0
28,363163,5.0
28,2045981,4.0
28,2219063,4.0
28,530675,5.0
28,469003,5.0
28,313311,5.0
28,1467668,5.0
28,1962947,4.0
28,2101803,4.0
28,2360401,5.0
28,491074,2.0
28,1439015,4.0
28,1416836,1.0
28,1049975,4.0
28,1083968,3.0
28,2045508,5.0
28,1973956,4.0
28,2501391,4.0
28,1841531,2.0
28,2092076,2.0
28,1237674,4.0
28,1033433,3.0
28,155342,5.0
28,2495584,3.0
28,821883,4.0
28,1208146,4.0
28,2299784,4.0
28,1853136,5.0
28,2223102,4.0
28,1952473,2.0
28,568832,3.0
28,1216815,4.0
28,923889,3.0
28,1091772,3.0
28,1494153,4.0
28,121943,4.0
28,133119,4.0
28,457011,3.0
28,2042561,4.0
28,1309838,5.0
28,2145441,5.0
28,728288,5.0
28,1945559,4.0
28,313962,2.0
28,1307137,4.0
28,2216856,4.0
28,1514695,3.0
28,1061353,4.0
28,688892,5.0
28,2043555,4.0
28,1553126,5.0
28,505375,4.0
28,1631237,4.0
28,2265877,3.0
28,1780039,4.0
28,763272,2.0
28,1049332,4.0
28,994106,5.0
28,591622,4.0
28,1828587,3.0
28,1636268,3.0
28,213704,4.0
28,1103403,3.0
28,1930463,3.0
28,901520,4.0
28,371781,4.0
28,1731106,2.0
28,1226844,4.0
28,1292749,4.0
28,302102,4.0
28,459772,5.0
28,2345300,5.0
28,717542,4.0
28,1010288,4.0
28,188570,5.0
28,1115285,5.0
28,431625,4.0
28,810953,4.0
28,818816,4.0
28,41724,3.0
28,1658098,4.0
28,1508003,2.0
28,2573207,3.0
28,1552183,5.0
28,962384,3.0
28,749662,3.0
28,2055178,5.0
28,1810074,2.0
28,238525,3.0
28,1700782,4.0
28,930604,4.0
28,800445,4.0
28,157711,3.0
28,586835,3.0
28,1690399,5.0
28,1292118,3.0
28,859354,5.0
28,1463862,2.0
28,662412,5.0
28,2365709,4.0
28,1708281,4.0
28,1011293,5.0
28,452106,5.0
28,1166750,3.0
28,150963,5.0
28,2496628,4.0
28,2239241,4.0
28,2598028,1.0
28,1536369,4.0
28,796682,3.0
28,1801709,5.0
28,1508625,3.0
28,2484595,3.0
28,2466146,5.0
28,208113,3.0
28,222832,4.0
28,1610263,3.0
28,846465,5.0
28,1148460,4.0
28,2073766,5.0
28,1103969,4.0
28,411396,5.0
28,1556097,4.0
28,1597249,3.0
28,1466332,5.0
28,1254310,4.0
28,2016869,3.0
28,305733,5.0
28,1207143,4.0
28,2494005,5.0
28,135698,3.0
28,514519,5.0
28,1947240,3.0
28,1788130,2.0
28,740695,5.0
28,1245896,4.0
28,476851,3.0
28,2524282,3.0
28,1003201,3.0
28,2516788,3.0
28,2152838,4.0
28,1619747,5.0
28,542153,4.0
28,2146672,3.0
28,1474319,4.0
28,1435335,3.0
28,774606,3.0
28,640098,4.0
28,1033100,3.0
28,956229,3.0
28,867788,3.0
28,1137642,5.0
28,336067,4.0
28,819068,3.0
28,2239984,5.0
28,1977831,4.0
28,2149827,4.0
28,1423249,3.0
28,2572565,5.0
28,891618,3.0
28,553787,2.0
28,1814098,4.0
28,1837047,5.0
28,2251582,3.0
28,1536171,2.0
28,269554,1.0
28,894921,4.0
28,705923,2.0
28,333426,4.0
28,745542,4.0
28,161104,3.0
28,483981,4.0
28,1663569,5.0
28,840163,2.0
28,317504,5.0
28,2319621,3.0
28,528522,3.0
28,1629943,5.0
28,54325,5.0
28,2639728,4.0
28,257622,3.0
28,900455,5.0
28,447612,3.0
28,167410,3.0
28,2396197,3.0
28,487949,3.0
28,1928597,2.0
28,173337,5.0
28,1242806,5.0
28,1074143,3.0
28,1930496,4.0
28,1899578,4.0
28,883478,4.0
28,52029,3.0
28,1872822,5.0
28,1703668,5.0
28,1270565,5.0
28,680979,3.0
28,1757843,4.0
28,2397914,4.0
28,2327309,5.0
28,512303,5.0
28,2173870,5.0
28,2001820,5.0
28,2352662,4.0
28,269689,3.0
28,1385988,2.0
28,1997103,3.0
28,2322383,4.0
28,1936750,5.0
28,1567202,1.0
28,1725009,5.0
28,474700,4.0
28,2424677,4.0
28,1972040,4.0
28,1850088,3.0
28,377808,5.0
28,2175291,3.0
28,261107,4.0
28,2084678,3.0
28,1094027,3.0
28,1851033,3.0
28,1949178,5.0
28,1160505,3.0
28,14189,4.0
28,1079448,5.0
28,1894853,5.0
28,627172,4.0
28,2648287,3.0
28,2375964,2.0
28,1970390,5.0
28,1840368,4.0
28,1498767,1.0
28,345172,4.0
28,2535601,2.0
28,535419,2.0
28,248143,4.0
28,2224525,5.0
28,449967,4.0
28,1798240,4.0
28,470229,5.0
28,739683,4.0
28,2382875,3.0
28,131752,4.0
28,1563245,3.0
28,1638551,3.0
28,2458835,4.0
28,2098046,4.0
